,address,street_name,street_type,street_quad,house_number,address_type,longitude,latitude,location,point,:@computed_region_4a3i_ccfj,:@computed_region_4b54_tmc4,:@computed_region_kxmf_bzkv,:@computed_region_hq2j_w7j9,:@computed_region_p8tp_5dkv,house_alpha
358,7616 21 ST SE,21,ST,SE,7616,Parcel,-114.00857239169329,50.98436594958297,"{'latitude': '50.98436594958297', 'longitude': '-114.00857239169329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.00857239169329, 50.98436594958297]}",3,10,28,242,11,
359,87 HUNTFORD CL NE,HUNTFORD,CL,NE,87,Parcel,-114.06220904555579,51.11340250191916,"{'latitude': '51.11340250191916', 'longitude': '-114.06220904555579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.06220904555579, 51.11340250191916]}",4,2,261,158,4,
360,122 CHAPMAN CL SE,CHAPMAN,CL,SE,122,Parcel,-114.02737868357708,50.8781713938665,"{'latitude': '50.8781713938665', 'longitude': '-114.02737868357708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.02737868357708, 50.8781713938665]}",3,6,130,218,13,
361,133 ARBOUR WOOD ME NW,ARBOUR WOOD,ME,NW,133,Parcel,-114.21024997936408,51.131463070335236,"{'latitude': '51.131463070335236', 'longitude': '-114.21024997936408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.21024997936408, 51.131463070335236]}",2,3,244,173,10,
362,82 CHAPALA CR SE,CHAPALA,CR,SE,82,Parcel,-114.03186721234833,50.88388222268784,"{'latitude': '50.88388222268784', 'longitude': '-114.03186721234833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03186721234833, 50.88388222268784]}",3,6,130,218,13,
363,4628 VEGAS RD NW,VEGAS,RD,NW,4628,Parcel,-114.14738957491943,51.09442227512199,"{'latitude': '51.09442227512199', 'longitude': '-114.14738957491943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.14738957491943, 51.09442227512199]}",2,13,269,127,9,
364,203 EVANSTON MR NW,EVANSTON,MR,NW,203,Parcel,-114.09607435787885,51.180818952373095,"{'latitude': '51.180818952373095', 'longitude': '-114.09607435787885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09607435787885, 51.180818952373095]}",2,3,237,92,10,
365,468 WINTERBOURNE CR SE,WINTERBOURNE,CR,SE,468,Parcel,-114.05608347539129,50.96039816236716,"{'latitude': '50.96039816236716', 'longitude': '-114.05608347539129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05608347539129, 50.96039816236716]}",3,6,89,212,5,
366,724 THORNEYCROFT DR NW,THORNEYCROFT,DR,NW,724,Parcel,-114.07561212324745,51.10278244550454,"{'latitude': '51.10278244550454', 'longitude': '-114.07561212324745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07561212324745, 51.10278244550454]}",2,2,192,164,4,
367,5222 DALHOUSIE DR NW,DALHOUSIE,DR,NW,5222,Parcel,-114.16095646857728,51.107680324194924,"{'latitude': '51.107680324194924', 'longitude': '-114.16095646857728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.16095646857728, 51.107680324194924]}",2,7,38,260,4,
368,1219 SANDPIPER RD NW,SANDPIPER,RD,NW,1219,Parcel,-114.09634681443912,51.138543264184506,"{'latitude': '51.138543264184506', 'longitude': '-114.09634681443912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09634681443912, 51.138543264184506]}",2,2,270,121,4,
369,1112 ABBEYDALE DR NE,ABBEYDALE,DR,NE,1112,Parcel,-113.92899265106706,51.05583478161224,"{'latitude': '51.05583478161224', 'longitude': '-113.92899265106706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.92899265106706, 51.05583478161224]}",4,12,94,168,3,
370,210 TARADALE DR NE,TARADALE,DR,NE,210,Parcel,-113.93571399324276,51.11421150583381,"{'latitude': '51.11421150583381', 'longitude': '-113.93571399324276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93571399324276, 51.11421150583381]}",4,11,26,290,1,
371,307 MAHOGANY TC SE,MAHOGANY,TC,SE,307,Parcel,-113.93936332238023,50.90359466964098,"{'latitude': '50.90359466964098', 'longitude': '-113.93936332238023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93936332238023, 50.90359466964098]}",3,4,116,258,8,
372,168 DOUGLAS GLEN HE SE,DOUGLAS GLEN,HE,SE,168,Parcel,-114.00778640797357,50.95402827268367,"{'latitude': '50.95402827268367', 'longitude': '-114.00778640797357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.00778640797357, 50.95402827268367]}",3,4,268,124,8,
373,100 ROYAL BIRCH VI NW,ROYAL BIRCH,VI,NW,100,Parcel,-114.2168146581018,51.148846786253706,"{'latitude': '51.148846786253706', 'longitude': '-114.2168146581018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.2168146581018, 51.148846786253706]}",2,3,252,13,9,
374,234 PINEMEADOW RD NE,PINEMEADOW,RD,NE,234,Parcel,-113.94215020375273,51.08040566409826,"{'latitude': '51.08040566409826', 'longitude': '-113.94215020375273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94215020375273, 51.08040566409826]}",4,9,36,294,3,
375,11 HIDDEN RANCH CL NW,HIDDEN RANCH,CL,NW,11,Parcel,-114.1284332741136,51.14953326703674,"{'latitude': '51.14953326703674', 'longitude': '-114.1284332741136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1284332741136, 51.14953326703674]}",2,2,25,289,12,
376,147 AUBURN MEADOWS PL SE,AUBURN MEADOWS,PL,SE,147,Parcel,-113.94870681816401,50.90012453073196,"{'latitude': '50.90012453073196', 'longitude': '-113.94870681816401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94870681816401, 50.90012453073196]}",3,4,95,217,8,
377,31 OGMOOR PL SE,OGMOOR,PL,SE,31,Parcel,-114.01520688074436,50.98587558301314,"{'latitude': '50.98587558301314', 'longitude': '-114.01520688074436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01520688074436, 50.98587558301314]}",3,10,28,242,11,
378,1342 SOMERSIDE DR SW,SOMERSIDE,DR,SW,1342,Parcel,-114.09212861327211,50.90316096991105,"{'latitude': '50.90316096991105', 'longitude': '-114.09212861327211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09212861327211, 50.90316096991105]}",1,5,55,125,6,
379,1357 SOMERSIDE DR SW,SOMERSIDE,DR,SW,1357,Parcel,-114.09275500750951,50.90294967750032,"{'latitude': '50.90294967750032', 'longitude': '-114.09275500750951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09275500750951, 50.90294967750032]}",1,5,55,125,6,
380,448V COUNTRY VILLAGE LN NE,COUNTRY VILLAGE,LN,NE,448,Parcel,-114.05447954831854,51.16061223004054,"{'latitude': '51.16061223004054', 'longitude': '-114.05447954831854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05447954831854, 51.16061223004054]}",4,11,264,112,12,V
381,2424 3 AV NW,3,AV,NW,2424,Parcel,-114.11678951935949,51.055451288685035,"{'latitude': '51.055451288685035', 'longitude': '-114.11678951935949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11678951935949, 51.055451288685035]}",2,7,280,35,7,
382,31 EVERGREEN WY SW,EVERGREEN,WY,SW,31,Parcel,-114.0968029720205,50.92558211031709,"{'latitude': '50.92558211031709', 'longitude': '-114.0968029720205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0968029720205, 50.92558211031709]}",1,5,39,257,6,
383,245 COPPERFIELD MR SE,COPPERFIELD,MR,SE,245,Parcel,-113.94011001107985,50.91104022325225,"{'latitude': '50.91104022325225', 'longitude': '-113.94011001107985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94011001107985, 50.91104022325225]}",3,4,96,230,8,
384,854 EVANSTON DR NW,EVANSTON,DR,NW,854,Parcel,-114.11771120466724,51.17960807246791,"{'latitude': '51.17960807246791', 'longitude': '-114.11771120466724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11771120466724, 51.17960807246791]}",2,3,237,92,10,
385,170 SILVERADO BANK CI SW,SILVERADO BANK,CI,SW,170,Parcel,-114.08285378417766,50.8834490516695,"{'latitude': '50.8834490516695', 'longitude': '-114.08285378417766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.08285378417766, 50.8834490516695]}",1,6,134,252,6,
386,70 SCENIC PARK CR NW,SCENIC PARK,CR,NW,70,Parcel,-114.21952367084702,51.11517126754022,"{'latitude': '51.11517126754022', 'longitude': '-114.21952367084702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.21952367084702, 51.11517126754022]}",2,13,148,48,9,
387,78 BERMUDA RD NW,BERMUDA,RD,NW,78,Parcel,-114.07858211713192,51.1308795057448,"{'latitude': '51.1308795057448', 'longitude': '-114.07858211713192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07858211713192, 51.1308795057448]}",2,2,273,60,4,
388,13608 DEER RIDGE DR SE,DEER RIDGE,DR,SE,13608,Parcel,-114.01699406073556,50.93164894055701,"{'latitude': '50.93164894055701', 'longitude': '-114.01699406073556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01699406073556, 50.93164894055701]}",3,6,151,255,13,
389,62 ERIN RIDGE RD SE,ERIN RIDGE,RD,SE,62,Parcel,-113.97650432647885,51.0168039237561,"{'latitude': '51.0168039237561', 'longitude': '-113.97650432647885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.97650432647885, 51.0168039237561]}",3,12,35,293,11,
390,6732 RANCHVIEW DR NW,RANCHVIEW,DR,NW,6732,Parcel,-114.17561528990049,51.11685527669189,"{'latitude': '51.11685527669189', 'longitude': '-114.17561528990049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.17561528990049, 51.11685527669189]}",2,3,245,174,10,
391,114 PARKVIEW PL SE,PARKVIEW,PL,SE,114,Parcel,-114.02581118999073,50.91473261683861,"{'latitude': '50.91473261683861', 'longitude': '-114.02581118999073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.02581118999073, 50.91473261683861]}",3,6,117,261,13,
392,85 BRIDLERIDGE RD SW,BRIDLERIDGE,RD,SW,85,Parcel,-114.11150636848829,50.8954362850273,"{'latitude': '50.8954362850273', 'longitude': '-114.11150636848829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11150636848829, 50.8954362850273]}",1,5,138,283,6,
393,87 EVANSBROOKE MR NW,EVANSBROOKE,MR,NW,87,Parcel,-114.12344460843282,51.16549269437215,"{'latitude': '51.16549269437215', 'longitude': '-114.12344460843282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.12344460843282, 51.16549269437215]}",2,3,237,92,10,
394,1713 50 ST SE,50,ST,SE,1713,Parcel,-113.9615595165906,51.038848292564424,"{'latitude': '51.038848292564424', 'longitude': '-113.9615595165906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.9615595165906, 51.038848292564424]}",3,12,85,211,11,
395,58 SAGE BLUFF VW NW,SAGE BLUFF,VW,NW,58,Parcel,-114.13596853909524,51.17989841846687,"{'latitude': '51.17989841846687', 'longitude': '-114.13596853909524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.13596853909524, 51.17989841846687]}",2,3,265,169,10,
396,144 HIDDEN HILLS PL NW,HIDDEN HILLS,PL,NW,144,Parcel,-114.13071366740375,51.149827630722996,"{'latitude': '51.149827630722996', 'longitude': '-114.13071366740375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.13071366740375, 51.149827630722996]}",2,2,25,289,12,
397,31 NEW BRIGHTON DR SE,NEW BRIGHTON,DR,SE,31,Parcel,-113.95484209983994,50.91928367067745,"{'latitude': '50.91928367067745', 'longitude': '-113.95484209983994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95484209983994, 50.91928367067745]}",3,4,139,247,8,
398,112 DEERMOSS CR SE,DEERMOSS,CR,SE,112,Parcel,-114.00941332423271,50.92909191654642,"{'latitude': '50.92909191654642', 'longitude': '-114.00941332423271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.00941332423271, 50.92909191654642]}",3,6,168,71,13,
399,456 ROYAL OAK HT NW,ROYAL OAK,HT,NW,456,Parcel,-114.23188142756197,51.15237050077019,"{'latitude': '51.15237050077019', 'longitude': '-114.23188142756197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.23188142756197, 51.15237050077019]}",2,3,252,13,9,
400,162 COVEWOOD CI NE,COVEWOOD,CI,NE,162,Parcel,-114.04549074395624,51.168515456657815,"{'latitude': '51.168515456657815', 'longitude': '-114.04549074395624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04549074395624, 51.168515456657815]}",4,11,251,8,12,
401,251 FALWOOD WY NE,FALWOOD,WY,NE,251,Parcel,-113.93771690357131,51.09822946994623,"{'latitude': '51.09822946994623', 'longitude': '-113.93771690357131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93771690357131, 51.09822946994623]}",4,9,56,278,1,
402,1117 NINGA RD NW,NINGA,RD,NW,1117,Parcel,-114.08598041701617,51.1008822774022,"{'latitude': '51.1008822774022', 'longitude': '-114.08598041701617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.08598041701617, 51.1008822774022]}",2,2,61,277,4,
403,2211 GLENMOUNT DR SW,GLENMOUNT,DR,SW,2211,Parcel,-114.14902438119204,51.033636596395326,"{'latitude': '51.033636596395326', 'longitude': '-114.14902438119204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.14902438119204, 51.033636596395326]}",1,1,41,286,14,
404,216 SETON HE SE,SETON,HE,SE,216,Parcel,-113.94824855091912,50.86774690593635,"{'latitude': '50.86774690593635', 'longitude': '-113.94824855091912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94824855091912, 50.86774690593635]}",3,4,229,94,8,
405,1601 17A ST SE,17A,ST,SE,1601,Parcel,-114.01801967127392,51.03962313350597,"{'latitude': '51.03962313350597', 'longitude': '-114.01801967127392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01801967127392, 51.03962313350597]}",3,10,54,54,11,
406,86 EVERSTONE BV SW,EVERSTONE,BV,SW,86,Parcel,-114.10401375815138,50.9109849452328,"{'latitude': '50.9109849452328', 'longitude': '-114.10401375815138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10401375815138, 50.9109849452328]}",1,5,39,257,6,
407,5707 TEMPLE DR NE,TEMPLE,DR,NE,5707,Parcel,-113.9518289795379,51.085095785899696,"{'latitude': '51.085095785899696', 'longitude': '-113.9518289795379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.9518289795379, 51.085095785899696]}",4,9,22,237,3,
408,131 PINEMILL WY NE,PINEMILL,WY,NE,131,Parcel,-113.95007483957964,51.07544062940957,"{'latitude': '51.07544062940957', 'longitude': '-113.95007483957964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95007483957964, 51.07544062940957]}",4,9,36,294,3,
409,11 HOGARTH CR SW,HOGARTH,CR,SW,11,Parcel,-114.07889755548304,50.97354984097822,"{'latitude': '50.97354984097822', 'longitude': '-114.07889755548304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07889755548304, 50.97354984097822]}",1,8,195,167,5,
410,8 MIDVALLEY CR SE,MIDVALLEY,CR,SE,8,Parcel,-114.04354301064474,50.90990036515677,"{'latitude': '50.90990036515677', 'longitude': '-114.04354301064474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04354301064474, 50.90990036515677]}",3,6,263,161,13,
411,1326 SAGE HILL GV NW,SAGE HILL,GV,NW,1326,Parcel,-114.14022345978354,51.173614206408665,"{'latitude': '51.173614206408665', 'longitude': '-114.14022345978354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.14022345978354, 51.173614206408665]}",2,3,265,169,10,
